Query	Hit	Rank	Probability	E-Value
SXM1	IMA1	38	91.6	0.0055
SXM1	AP3D	39	90.8	0.0081
SXM1	MOT1	40	89.5	0.013
SXM1	CEX1	41	85.6	0.038
SXM1	AP1G1	42	83.3	0.058
SXM1	UFD4	43	78.8	0.11
SXM1	CND1	44	74.9	0.17
SXM1	IPI1	46	70.7	0.26
SXM1	PDS5	47	67.4	0.34
SXM1	CND3	48	55.0	0.81
SXM1	SCC2	49	47.1	1.3
SXM1	TTI1	51	43.9	1.6
SXM1	SCC3	52	36.0	2.6
SXM1	LAA1	53	28.7	4
SXM1	FES1	54	26.2	4.8
SXM1	STU1	55	22.4	6.3
PDS5	CND1	1	98.3	8.3e-11
PDS5	SCC2	2	98.1	9.3e-10
PDS5	AP3B	3	97.3	1.3e-7
PDS5	2AAA	4	97.1	4.4e-7
PDS5	CND3	5	96.8	1.4e-6
PDS5	AP1B1	6	96.6	3.6e-6
PDS5	COPG	7	96.5	6.7e-6
PDS5	IMB3	8	96.4	9.6e-6
PDS5	AP2B	9	96.3	1.2e-5
PDS5	VAC14	10	96.2	1.5e-5
PDS5	IMB2	11	96.1	2.4e-5
PDS5	SF3B1	12	96.1	2.4e-5
PDS5	GCN1	13	96.0	2.9e-5
PDS5	COPB	14	96.0	2.8e-5
PDS5	IMA1	15	95.8	4.4e-5
PDS5	ECM29	16	95.7	6.9e-5
PDS5	AP3D	17	95.6	7.6e-5
PDS5	TOR1	18	95.5	0.00011
PDS5	SCC3	19	95.1	0.00021
PDS5	TOR2	20	95.0	0.00027
PDS5	VAC8	21	94.9	0.00032
PDS5	DOHH	22	94.8	0.00036
PDS5	CEX1	23	94.5	0.00053
PDS5	RPN2	24	94.4	0.0006
PDS5	MET18	25	94.3	0.00065
PDS5	STU2	26	94.1	0.00082
PDS5	AP1G1	27	92.7	0.0028
PDS5	FES1	28	91.7	0.0052
PDS5	UTP20	29	91.3	0.0065
PDS5	MOT1	30	91.0	0.0072
PDS5	VPS15	31	90.7	0.0084
PDS5	IMB1	32	90.4	0.0097
PDS5	RRP12	33	89.3	0.014
PDS5	IMB4	34	86.6	0.03
PDS5	RTP1	35	85.1	0.041
PDS5	STU1	36	84.6	0.046
PDS5	EF3A	37	83.1	0.06
PDS5	SHE4	38	81.4	0.078
PDS5	AP2A	39	79.6	0.1
PDS5	UTP10	40	78.6	0.11
PDS5	EF3B	41	78.1	0.12
PDS5	NEW1	42	74.3	0.18
PDS5	UFD4	43	70.8	0.25
PDS5	VID28	44	68.3	0.32
PDS5	KOG1	45	59.7	0.6
PDS5	NMD5	46	59.5	0.6
PDS5	SXM1	47	56.8	0.72
PDS5	NOC3	48	53.9	0.86
PDS5	XPO1	49	51.9	0.98
PDS5	MAK21	50	49.9	1.1
PDS5	CSE1	51	45.5	1.4
PDS5	LAA1	52	45.2	1.5
PDS5	IPI1	53	42.5	1.7
PDS5	RPN1	54	38.6	2.2
PDS5	BLM10	55	37.6	2.3
PDS5	KA120	56	35.7	2.6
PDS5	HGH1	57	35.1	2.7
PDS5	VATH	58	35.1	2.7
PDS5	PTA1	59	26.7	4.6
PDS5	HSM3	60	23.8	5.7
PDS5	SCY1	61	23.3	5.9
PDS5	TR732	62	21.8	6.6
PDS5	SYO1	63	21.0	7
LTN1	STU2	22	56.6	0.73
LTN1	2AAA	24	45.0	1.5
LTN1	VAC14	26	37.0	2.4
LTN1	EF3B	28	34.5	2.8
LTN1	EF3A	29	34.3	2.8
LTN1	TOR1	30	33.0	3.1
LTN1	IMB2	31	31.6	3.4
LTN1	CND1	32	29.8	3.8
LTN1	MET18	33	26.4	4.7
LTN1	IPI1	34	25.8	4.9
LTN1	ECM29	35	25.4	5.1
LTN1	NEW1	36	23.9	5.6
LTN1	TOR2	38	23.2	5.9
LTN1	IMB3	40	20.8	7.1
LTN1	MOT1	41	20.3	7.5
RQC1	CYC8	4	95.5	0.0001
RQC1	CLU	32	89.2	0.015
RQC1	SEC17	33	89.0	0.016
RQC1	FIS1	36	85.6	0.037
RQC1	RPN6	41	79.4	0.1
RQC1	HIF1	52	59.8	0.59
RQC1	TOR1	62	23.4	5.8
IMB1	IMB3	1	100.0	7.5e-37
IMB1	IMB2	2	100.0	2.5e-37
IMB1	KA120	3	100.0	3.1e-36
IMB1	IMB4	4	100.0	6.5e-48
IMB1	NMD5	6	100.0	2.8e-35
IMB1	CSE1	7	100.0	1.0e-35
IMB1	SXM1	8	99.9	5.9e-34
IMB1	XPO1	9	99.8	6.2e-24
IMB1	ECM29	12	99.7	1.2e-21
IMB1	SF3B1	14	99.6	2.8e-20
IMB1	GCN1	15	99.6	4.8e-21
IMB1	TOR2	16	99.5	2.2e-19
IMB1	TOR1	17	99.5	8.1e-19
IMB1	2AAA	18	99.5	6.0e-19
IMB1	MET18	19	99.3	1.3e-16
IMB1	UTP20	21	99.3	2.1e-16
IMB1	RRP12	22	99.2	1.2e-15
IMB1	UTP10	23	99.1	7.0e-15
IMB1	VAC14	24	99.1	8.7e-15
IMB1	COPG	25	98.9	2.4e-13
IMB1	STU2	26	98.4	5.4e-11
IMB1	VAC8	27	98.0	1.2e-9
IMB1	AP1B1	28	98.0	1.9e-9
IMB1	MOT1	29	97.9	4.0e-9
IMB1	IMA1	30	97.6	2.0e-8
IMB1	AP2B	31	97.1	3.7e-7
IMB1	AP3D	32	96.9	1.3e-6
IMB1	COPB	33	96.8	1.5e-6
IMB1	EF3A	34	96.8	2.0e-6
IMB1	NEW1	35	96.7	2.4e-6
IMB1	EF3B	36	96.4	7.3e-6
IMB1	UFD4	37	96.4	9.4e-6
IMB1	AP3B	38	96.4	7.9e-6
IMB1	VPS15	39	96.2	1.8e-5
IMB1	RTP1	40	95.9	3.4e-5
IMB1	STU1	41	95.9	3.9e-5
IMB1	AP1G1	42	95.8	4.6e-5
IMB1	PDS5	43	95.4	0.00013
IMB1	AP2A	44	94.9	0.00029
IMB1	VID28	45	94.7	0.00041
IMB1	DOHH	46	94.5	0.00056
IMB1	CEX1	47	94.4	0.00058
IMB1	RPN2	48	92.5	0.0032
IMB1	SHE4	49	90.8	0.0082
IMB1	FES1	50	89.9	0.012
IMB1	CND3	51	87.1	0.027
IMB1	SCC2	52	86.2	0.033
IMB1	TTI1	54	79.2	0.11
IMB1	IPI1	55	76.1	0.15
IMB1	CND1	56	73.2	0.2
IMB1	LAA1	58	55.0	0.81
IMB1	SYO1	59	53.3	0.9
IMB1	BLM10	60	53.0	0.92
IMB1	SIL1	63	35.9	2.6
IMB1	USO1	65	29.7	3.8
IMB1	KOG1	67	27.7	4.3
IMB1	SCC3	68	21.6	6.7
CND1	SCC2	1	99.6	9.1e-20
CND1	AP2B	2	99.1	8.3e-15
CND1	AP1B1	3	99.1	4.0e-15
CND1	AP3B	4	99.0	3.5e-14
CND1	PDS5	5	98.8	6.2e-13
CND1	COPB	6	98.6	5.6e-12
CND1	AP3D	7	98.5	2.3e-11
CND1	AP1G1	8	98.5	1.4e-11
CND1	AP2A	9	97.9	3.8e-9
CND1	2AAA	10	97.6	2.6e-8
CND1	COPG	11	97.4	7.3e-8
CND1	IMB3	12	97.3	1.8e-7
CND1	SF3B1	13	97.1	5.1e-7
CND1	GCN1	14	97.0	5.3e-7
CND1	IMB2	15	96.9	1.0e-6
CND1	TOR2	16	95.7	5.9e-5
CND1	ECM29	17	95.4	0.00013
CND1	SCC3	18	95.1	0.00021
CND1	CND3	19	94.7	0.00041
CND1	TOR1	20	94.5	0.00053
CND1	VAC14	21	93.8	0.0012
CND1	IMA1	22	93.7	0.0013
CND1	CEX1	23	93.2	0.0019
CND1	VAC8	24	93.2	0.002
CND1	FES1	25	91.5	0.0059
CND1	DOHH	26	90.7	0.0084
CND1	RRP12	27	89.3	0.014
CND1	RTP1	28	88.3	0.019
CND1	UFD4	29	87.5	0.024
CND1	KOG1	30	87.4	0.025
CND1	MET18	31	86.9	0.028
CND1	EF3A	32	86.3	0.032
CND1	STU2	33	86.2	0.033
CND1	VPS15	34	85.4	0.039
CND1	RPN2	35	85.1	0.041
CND1	STU1	36	84.9	0.043
CND1	EF3B	37	84.3	0.048
CND1	UTP10	38	84.2	0.049
CND1	IMB1	39	84.2	0.05
CND1	CSE1	40	82.4	0.067
CND1	TR732	41	78.6	0.11
CND1	UTP20	42	78.1	0.12
CND1	IMB4	43	77.5	0.13
CND1	MAK21	44	77.2	0.13
CND1	NEW1	45	76.1	0.15
CND1	MOT1	46	75.9	0.16
CND1	SHE4	47	74.6	0.18
CND1	USO1	48	71.8	0.23
CND1	VID28	49	71.2	0.25
CND1	NMD5	50	70.8	0.25
CND1	KA120	51	69.9	0.28
CND1	IPI1	52	68.3	0.31
CND1	SDA1	53	66.9	0.35
CND1	SXM1	54	65.8	0.38
CND1	HGH1	55	55.1	0.8
CND1	LAA1	56	50.2	1.1
CND1	SYO1	57	49.7	1.1
CND1	VATH	58	48.8	1.2
CND1	RPN1	59	40.4	2
CND1	HSM3	60	31.3	3.4
CND1	HYM1	62	25.1	5.2
CND1	TTI1	63	25.0	5.2
CND1	SCY1	64	21.5	6.8
TFC6	KOG1	76	99.7	1.4e-22
TFC6	VPS15	112	99.2	1.9e-15
CND3	SCC2	1	98.2	3.7e-10
CND3	PDS5	2	97.5	4.7e-8
CND3	2AAA	3	97.5	5.3e-8
CND3	DOHH	4	97.0	6.3e-7
CND3	CND1	5	96.5	6.5e-6
CND3	RPN2	6	96.5	5.3e-6
CND3	AP1B1	7	96.4	8.8e-6
CND3	CEX1	8	96.1	2.1e-5
CND3	SF3B1	9	96.1	2.0e-5
CND3	GCN1	10	96.0	2.5e-5
CND3	AP3B	11	96.0	2.8e-5
CND3	VPS15	12	95.7	7.0e-5
CND3	COPG	13	95.5	0.0001
CND3	AP2B	14	95.5	0.0001
CND3	SCC3	15	95.3	0.00016
CND3	IMA1	16	95.2	0.00018
CND3	IMB2	17	95.1	0.00021
CND3	VAC14	18	95.1	0.00023
CND3	AP3D	19	95.0	0.00025
CND3	VAC8	20	94.8	0.00034
CND3	STU2	21	94.5	0.00053
CND3	MET18	22	94.4	0.00063
CND3	ECM29	23	94.3	0.00065
CND3	COPB	24	94.0	0.00091
CND3	IMB3	25	93.3	0.0019
CND3	MOT1	26	93.1	0.0021
CND3	TOR2	27	92.7	0.0029
CND3	TOR1	28	92.6	0.003
CND3	NEW1	29	91.8	0.0051
CND3	STU1	30	91.7	0.0051
CND3	IMB4	31	91.5	0.0058
CND3	UTP10	32	91.0	0.0074
CND3	SHE4	33	90.7	0.0086
CND3	EF3B	34	90.5	0.0093
CND3	EF3A	35	90.3	0.0099
CND3	AP1G1	36	90.0	0.011
CND3	RTP1	37	86.8	0.029
CND3	FES1	38	86.3	0.032
CND3	IMB1	39	85.6	0.037
CND3	RPN1	40	83.0	0.061
CND3	KOG1	41	79.9	0.096
CND3	TR732	42	79.1	0.11
CND3	UTP20	43	79.0	0.11
CND3	RRP12	44	77.8	0.13
CND3	UFD4	45	73.6	0.2
CND3	LAA1	46	67.8	0.33
CND3	AP2A	47	66.7	0.36
CND3	SXM1	48	62.0	0.51
CND3	NMD5	49	58.5	0.64
CND3	KA120	50	58.2	0.66
CND3	VID28	52	54.5	0.83
CND3	IPI1	53	46.1	1.4
CND3	CSE1	54	43.8	1.6
CND3	TTI1	55	41.6	1.8
CND3	SYO1	56	34.3	2.8
CND3	XPO1	58	22.3	6.3
CND3	HGH1	59	20.3	7.4
VAC14	ECM29	1	99.6	3.4e-20
VAC14	2AAA	2	99.5	2.5e-18
VAC14	IMB2	3	99.4	2.0e-17
VAC14	IMB4	4	99.3	1.6e-16
VAC14	IMB3	5	99.2	3.8e-16
VAC14	TOR1	6	99.2	2.3e-15
VAC14	SF3B1	7	99.2	1.2e-15
VAC14	GCN1	8	99.2	7.7e-16
VAC14	TOR2	9	99.1	4.4e-15
VAC14	IMB1	10	99.1	3.2e-15
VAC14	STU2	11	98.9	2.0e-13
VAC14	AP1B1	12	98.8	3.3e-13
VAC14	VAC8	13	98.7	1.4e-12
VAC14	IMA1	14	98.6	4.7e-12
VAC14	UTP10	15	98.5	1.1e-11
VAC14	COPG	16	98.4	2.9e-11
VAC14	EF3A	17	98.4	5.4e-11
VAC14	EF3B	18	98.3	1.5e-10
VAC14	UTP20	19	98.2	2.1e-10
VAC14	AP3B	20	98.2	3.9e-10
VAC14	MET18	21	98.1	7.1e-10
VAC14	NEW1	22	98.1	4.5e-10
VAC14	RRP12	23	98.1	8.9e-10
VAC14	AP2B	24	98.0	1.9e-9
VAC14	AP3D	25	97.9	2.3e-9
VAC14	COPB	26	97.9	2.4e-9
VAC14	MOT1	27	97.9	4.1e-9
VAC14	KA120	28	97.7	1.4e-8
VAC14	NMD5	29	97.7	9.4e-9
VAC14	CSE1	30	97.7	1.4e-8
VAC14	STU1	31	97.6	2.2e-8
VAC14	AP1G1	32	97.4	8.1e-8
VAC14	DOHH	34	97.0	7.3e-7
VAC14	SXM1	35	97.0	6.0e-7
VAC14	VPS15	36	96.9	1.1e-6
VAC14	CEX1	37	96.7	2.8e-6
VAC14	AP2A	38	96.6	3.4e-6
VAC14	PDS5	39	96.5	6.4e-6
VAC14	RPN2	40	96.5	5.8e-6
VAC14	VID28	41	96.1	2.0e-5
VAC14	RTP1	42	96.0	2.6e-5
VAC14	UFD4	43	95.9	3.5e-5
VAC14	SHE4	44	95.5	9.3e-5
VAC14	CND3	45	95.2	0.0002
VAC14	XPO1	46	94.6	0.00045
VAC14	TR732	48	94.3	0.0007
VAC14	FES1	49	93.8	0.0011
VAC14	TTI1	51	93.2	0.0019
VAC14	SCC2	53	93.2	0.002
VAC14	IPI1	55	91.9	0.0046
VAC14	CND1	56	88.6	0.018
VAC14	VATH	57	88.5	0.018
VAC14	LAA1	58	86.5	0.03
VAC14	KOG1	60	82.2	0.07
VAC14	SCC3	61	79.1	0.11
VAC14	RPN1	63	77.6	0.13
VAC14	BLM10	64	77.1	0.14
VAC14	HGH1	65	75.1	0.17
VAC14	SCY1	67	64.6	0.42
VAC14	USO1	70	50.6	1.1
VAC14	LTN1	71	49.2	1.2
VAC14	SYO1	72	49.0	1.2
VAC14	MAK21	77	26.9	4.5
VAC14	SIL1	78	22.2	6.4
SYO1	VAC8	1	98.9	2.5e-13
SYO1	IMA1	2	98.8	5.2e-13
SYO1	VID28	3	97.8	6.6e-9
SYO1	UFD4	4	97.5	4.9e-8
SYO1	FES1	5	97.2	3.1e-7
SYO1	SHE4	6	96.9	1.0e-6
SYO1	HGH1	7	96.1	1.9e-5
SYO1	2AAA	8	96.0	2.9e-5
SYO1	COPG	9	95.4	0.00013
SYO1	AP1B1	10	95.4	0.00012
SYO1	AP2B	11	94.8	0.00033
SYO1	IMB3	12	93.8	0.0011
SYO1	COPB	13	93.7	0.0013
SYO1	AP3D	14	93.3	0.0018
SYO1	TOR1	15	92.7	0.0028
SYO1	IMB2	16	92.5	0.0033
SYO1	SF3B1	17	92.0	0.0045
SYO1	GCN1	18	89.5	0.013
SYO1	IMB1	19	88.3	0.019
SYO1	TOR2	20	87.2	0.026
SYO1	IPI1	21	85.4	0.039
SYO1	ECM29	22	85.4	0.039
SYO1	AP3B	23	83.6	0.055
SYO1	VATH	24	79.5	0.1
SYO1	EF3A	25	75.3	0.17
SYO1	USO1	26	69.7	0.28
SYO1	PDS5	28	63.6	0.45
SYO1	KOG1	29	56.5	0.74
SYO1	EF3B	30	54.5	0.83
SYO1	SIL1	31	54.2	0.85
SYO1	DOHH	32	48.2	1.2
SYO1	CND3	33	47.5	1.3
SYO1	VAC14	34	38.3	2.2
SYO1	NEW1	35	36.8	2.4
SYO1	MOT1	36	33.6	3
SYO1	IMB4	37	33.4	3
SYO1	CEX1	38	30.1	3.7
SYO1	STU2	40	27.4	4.4
SYO1	HSM3	41	24.5	5.4
SYO1	MET18	42	23.7	5.7
SYO1	SCC2	43	23.6	5.8
SYO1	NMD5	44	22.5	6.3
NOC3	MAK21	1	100.0	1.9e-67
NOC3	PDS5	3	65.6	0.39
NOC3	AP1B1	4	57.9	0.67
NOC3	STU2	5	37.2	2.4
NOC3	SCC2	6	26.9	4.6
NOC3	2AAA	7	26.2	4.8
NOC3	CND1	8	17.5	9.4
SIL1	FES1	1	99.2	7.9e-16
SIL1	IMA1	2	88.6	0.018
SIL1	UFD4	3	85.8	0.036
SIL1	VAC8	4	85.4	0.039
SIL1	VATH	5	50.0	1.1
SIL1	VID28	6	44.7	1.5
SIL1	USO1	7	37.5	2.3
SIL1	IMB3	8	37.4	2.3
SIL1	SCC2	9	36.0	2.6
SIL1	AP3D	11	28.3	4.1
SIL1	KOG1	12	22.3	6.3
SIL1	AP1B1	13	21.1	7
APC5	CYC8	1	99.6	1.2e-19
APC5	SEC17	30	98.1	4.5e-10
APC5	CLU	34	97.7	1.1e-8
APC5	RPN6	39	97.2	2.3e-7
APC5	HIF1	43	96.7	2.1e-6
APC5	FIS1	54	95.7	5.6e-5
APC5	TOR1	71	73.6	0.2
APC5	HIR3	76	55.9	0.76
APC5	RQC1	78	41.8	1.8
APC5	SCC4	82	29.6	3.8
AP3D	AP2A	1	100.0	1.5e-55
AP3D	COPG	2	100.0	8.2e-40
AP3D	COPB	3	100.0	1.5e-43
AP3D	AP2B	4	100.0	2.0e-46
AP3D	AP3B	5	100.0	8.4e-45
AP3D	AP1G1	6	100.0	3.9e-58
AP3D	AP1B1	7	100.0	2.3e-48
AP3D	2AAA	8	99.3	3.3e-16
AP3D	VAC8	9	98.6	7.6e-12
AP3D	VAC14	10	98.5	2.2e-11
AP3D	IMB3	11	98.3	8.4e-11
AP3D	IMB2	12	98.3	1.2e-10
AP3D	SF3B1	13	98.3	1.1e-10
AP3D	GCN1	14	98.3	1.1e-10
AP3D	IMA1	15	98.2	3.5e-10
AP3D	IMB1	16	98.1	8.1e-10
AP3D	TOR2	17	98.0	1.0e-9
AP3D	TOR1	18	98.0	1.3e-9
AP3D	ECM29	19	98.0	1.1e-9
AP3D	DOHH	20	97.9	3.7e-9
AP3D	IMB4	21	97.5	3.5e-8
AP3D	RPN2	22	97.5	5.7e-8
AP3D	STU2	23	97.2	2.4e-7
AP3D	UTP20	24	96.6	3.9e-6
AP3D	VID28	25	96.6	3.9e-6
AP3D	PDS5	26	96.5	5.9e-6
AP3D	UTP10	27	96.5	4.8e-6
AP3D	RRP12	28	96.5	6.0e-6
AP3D	SHE4	29	96.4	8.6e-6
AP3D	MOT1	30	96.2	1.5e-5
AP3D	MET18	31	96.0	3.3e-5
AP3D	NEW1	32	96.0	3.2e-5
AP3D	EF3B	33	95.9	4.3e-5
AP3D	EF3A	34	95.9	3.5e-5
AP3D	UFD4	35	95.8	4.6e-5
AP3D	RPN1	36	95.8	5.4e-5
AP3D	CND3	37	95.7	6.6e-5
AP3D	KA120	38	95.6	8.4e-5
AP3D	SCC2	39	95.6	8.6e-5
AP3D	VPS15	40	95.2	0.00019
AP3D	NMD5	42	94.9	0.00031
AP3D	CEX1	43	94.8	0.00033
AP3D	CND1	44	94.7	0.00038
AP3D	CSE1	45	94.7	0.00038
AP3D	VATH	46	94.7	0.00041
AP3D	XPO1	47	94.5	0.0005
AP3D	STU1	48	94.4	0.00056
AP3D	RTP1	49	93.9	0.001
AP3D	SXM1	50	93.2	0.002
AP3D	MAK21	52	91.6	0.0055
AP3D	HGH1	53	91.1	0.0069
AP3D	FES1	54	89.9	0.012
AP3D	USO1	55	88.5	0.018
AP3D	TR732	56	84.0	0.051
AP3D	SCC3	57	83.0	0.061
AP3D	IPI1	60	80.5	0.089
AP3D	LAA1	61	69.4	0.29
AP3D	KOG1	62	67.4	0.34
AP3D	TSC11	63	64.8	0.42
AP3D	HSM3	64	64.5	0.42
AP3D	NOC3	66	57.4	0.69
AP3D	SYO1	67	45.1	1.5
AP3D	SIL1	69	30.3	3.6
AP3D	TTI1	70	27.4	4.4
AP3D	SCY1	72	20.5	7.3
NEW1	EF3B	1	100.0	9.0e-156
NEW1	EF3A	18	100.0	8.0e-156
NEW1	GCN1	34	98.8	4.7e-13
NEW1	MOT1	40	98.1	7.3e-10
NEW1	VAC14	41	97.8	5.9e-9
NEW1	2AAA	43	97.7	1.6e-8
NEW1	ECM29	46	97.2	3.1e-7
NEW1	STU2	49	96.9	9.8e-7
NEW1	IMB3	50	96.9	8.7e-7
NEW1	IMB2	51	96.9	9.8e-7
NEW1	SF3B1	52	96.9	1.0e-6
NEW1	TOR2	53	96.8	1.7e-6
NEW1	TOR1	54	96.8	1.5e-6
NEW1	IMB4	57	96.3	1.1e-5
NEW1	IMA1	58	96.1	2.2e-5
NEW1	IMB1	59	96.1	2.3e-5
NEW1	MET18	60	95.8	4.4e-5
NEW1	VAC8	61	95.7	6.3e-5
NEW1	CEX1	63	95.5	9.5e-5
NEW1	UTP20	64	95.4	0.00012
NEW1	DOHH	65	95.2	0.00018
NEW1	STU1	66	95.0	0.00024
NEW1	UFD4	67	94.9	0.00032
NEW1	AP1B1	68	94.9	0.00031
NEW1	UTP10	69	94.8	0.00033
NEW1	VPS15	70	94.2	0.00076
NEW1	KA120	71	93.5	0.0015
NEW1	CSE1	72	93.1	0.0022
NEW1	COPG	73	93.0	0.0023
NEW1	PDS5	74	92.8	0.0026
NEW1	RRP12	75	92.5	0.0034
NEW1	AP3D	76	92.3	0.0037
NEW1	COPB	77	91.8	0.0049
NEW1	AP2B	78	90.7	0.0083
NEW1	CND3	80	90.3	0.0098
NEW1	VID28	81	89.3	0.014
NEW1	SXM1	82	88.9	0.016
NEW1	FES1	83	87.7	0.023
NEW1	SHE4	85	87.2	0.026
NEW1	AP3B	86	86.7	0.029
NEW1	RTP1	87	85.8	0.036
NEW1	NMD5	88	84.8	0.044
NEW1	SCY1	90	77.2	0.13
NEW1	AP1G1	91	75.9	0.16
NEW1	BLM10	92	74.3	0.18
NEW1	AP2A	93	72.6	0.22
NEW1	XPO1	94	67.3	0.34
NEW1	RPN2	95	65.8	0.39
NEW1	IPI1	97	52.7	0.94
AP1G1	AP3D	1	100.0	3.3e-66
AP1G1	AP2A	2	100.0	1.5e-78
AP1G1	COPG	3	100.0	2.6e-48
AP1G1	COPB	4	100.0	1.2e-51
AP1G1	AP2B	5	100.0	5.9e-61
AP1G1	AP3B	6	100.0	4.6e-58
AP1G1	AP1B1	7	100.0	2.0e-60
AP1G1	2AAA	10	98.7	1.3e-12
AP1G1	VAC8	11	97.9	4.0e-9
AP1G1	IMB2	12	97.6	2.4e-8
AP1G1	VAC14	13	97.6	2.3e-8
AP1G1	SF3B1	14	97.6	3.2e-8
AP1G1	IMB3	15	97.2	2.0e-7
AP1G1	IMA1	16	97.1	4.2e-7
AP1G1	GCN1	17	97.1	4.4e-7
AP1G1	TOR2	18	97.0	6.8e-7
AP1G1	ECM29	19	97.0	7.9e-7
AP1G1	RPN2	20	96.8	1.5e-6
AP1G1	TOR1	21	96.7	2.2e-6
AP1G1	DOHH	22	96.7	3.0e-6
AP1G1	PDS5	23	95.8	5.0e-5
AP1G1	STU2	24	95.7	6.0e-5
AP1G1	IMB4	25	95.1	0.00022
AP1G1	IMB1	26	94.9	0.00029
AP1G1	UTP10	27	94.1	0.00083
AP1G1	CND1	28	93.3	0.0018
AP1G1	MET18	29	93.0	0.0023
AP1G1	VID28	30	91.9	0.0047
AP1G1	UTP20	31	90.0	0.011
AP1G1	SHE4	32	89.4	0.014
AP1G1	VPS15	33	88.8	0.017
AP1G1	CEX1	34	88.2	0.02
AP1G1	CND3	35	87.1	0.027
AP1G1	CSE1	36	86.5	0.031
AP1G1	MOT1	37	85.8	0.036
AP1G1	SCC2	38	84.8	0.044
AP1G1	UFD4	39	84.2	0.049
AP1G1	EF3B	40	77.1	0.14
AP1G1	RRP12	41	77.1	0.14
AP1G1	VATH	42	76.5	0.15
AP1G1	EF3A	43	76.0	0.15
AP1G1	RTP1	44	75.9	0.15
AP1G1	IPI1	45	72.9	0.21
AP1G1	FES1	46	70.3	0.27
AP1G1	STU1	47	68.3	0.32
AP1G1	NEW1	48	66.9	0.35
AP1G1	KOG1	49	64.4	0.43
AP1G1	SCC3	50	58.3	0.65
AP1G1	MAK21	51	56.0	0.76
AP1G1	SXM1	52	50.5	1.1
AP1G1	NMD5	53	49.3	1.1
AP1G1	KA120	54	47.6	1.3
AP1G1	LAA1	55	47.4	1.3
AP1G1	RPN1	57	39.2	2.1
AP1G1	HGH1	58	37.5	2.3
AP1G1	USO1	60	31.7	3.3
AP1G1	TSC11	61	30.0	3.7
AP1G1	SYO1	63	21.6	6.7
MAK21	NOC3	1	100.0	1.1e-66
MAK21	AP3D	3	91.8	0.005
MAK21	SDA1	4	80.5	0.089
MAK21	COPB	5	76.0	0.15
MAK21	AP1B1	6	70.7	0.26
MAK21	PDS5	7	68.8	0.3
MAK21	2AAA	8	66.3	0.37
MAK21	COPG	9	57.4	0.69
MAK21	FES1	11	44.2	1.6
MAK21	CND1	12	42.3	1.7
MAK21	VAC14	13	41.1	1.9
MAK21	AP3B	14	39.9	2
MAK21	USO1	15	36.6	2.4
MAK21	SCC2	16	34.4	2.8
MAK21	STU2	17	29.4	3.9
MAK21	SF3B1	18	28.4	4.1
MAK21	CSE1	19	22.5	6.3
MAK21	AP2B	20	22.1	6.4
MAK21	IMB3	21	20.0	7.6
HIF1	CLU	1	95.6	8.6e-5
HIF1	SEC17	3	94.5	0.00051
HIF1	RPN6	12	90.8	0.0079
HIF1	APC5	17	89.8	0.012
HIF1	CYC8	21	89.2	0.015
HIF1	FIS1	23	88.4	0.019
RPN6	SEC17	9	98.7	1.9e-12
RPN6	CYC8	11	98.3	1.5e-10
RPN6	CLU	20	97.9	3.7e-9
RPN6	APC5	25	97.7	1.7e-8
RPN6	HIF1	49	96.3	1.2e-5
RPN6	FIS1	73	90.6	0.0089
RPN6	RQC1	81	77.9	0.12
RPN6	SCC4	86	72.3	0.22
RPN6	TOR1	88	55.8	0.77
CEX1	VPS15	1	100.0	5.9e-49
CEX1	SCY1	2	100.0	4.0e-65
CEX1	2AAA	122	98.4	6.6e-11
CEX1	SF3B1	125	97.0	6.7e-7
CEX1	AP1B1	126	96.9	1.3e-6
CEX1	STU2	127	96.4	7.6e-6
CEX1	NEW1	128	96.4	8.8e-6
CEX1	EF3B	129	96.3	1.1e-5
CEX1	EF3A	130	96.3	1.0e-5
CEX1	AP3B	131	96.3	1.4e-5
CEX1	VAC14	132	96.2	1.5e-5
CEX1	CND3	133	96.0	2.8e-5
CEX1	IMB2	134	96.0	3.0e-5
CEX1	ECM29	135	95.9	3.9e-5
CEX1	IMB3	136	95.8	4.4e-5
CEX1	GCN1	137	95.8	4.5e-5
CEX1	MOT1	138	95.6	7.9e-5
CEX1	AP2B	139	95.6	8.2e-5
CEX1	COPG	140	95.5	9.4e-5
CEX1	TOR1	141	95.4	0.00013
CEX1	IMA1	142	95.4	0.00013
CEX1	PDS5	143	95.3	0.00015
CEX1	TOR2	144	95.2	0.0002
CEX1	AP3D	145	95.1	0.00021
CEX1	VAC8	146	95.0	0.00026
CEX1	MET18	147	95.0	0.00026
CEX1	DOHH	148	94.9	0.00029
CEX1	COPB	149	94.5	0.00055
CEX1	IMB1	150	94.3	0.00067
CEX1	IMB4	151	94.0	0.00097
CEX1	UTP20	152	93.9	0.0011
CEX1	CND1	153	93.8	0.0012
CEX1	STU1	154	93.6	0.0014
CEX1	SCC3	155	93.5	0.0016
CEX1	SCC2	156	91.5	0.0058
CEX1	RRP12	157	91.4	0.0061
CEX1	RTP1	158	91.2	0.0067
CEX1	AP1G1	159	90.6	0.0087
CEX1	RPN2	160	89.8	0.012
CEX1	UTP10	162	87.9	0.022
CEX1	KA120	163	86.6	0.03
CEX1	VID28	164	85.5	0.038
CEX1	FES1	165	85.2	0.041
